roof_disp_in,base_shear_kip
0.00000,-0.000
0.68800,467.971
1.37600,935.943
2.06400,1403.914
2.75200,1871.886
3.44000,2339.857
4.12800,2807.829
4.81600,3275.800
5.50400,3743.772
6.19200,4208.379
6.88000,4518.578
7.56800,4730.543
8.25600,4874.035
8.94400,4994.803
9.63200,5107.584
10.32000,5208.323
11.00800,5292.909
11.69600,5371.719
12.38400,5445.499
13.07200,5519.279
13.76000,5588.447
14.44800,5648.737
15.13600,5709.028
15.82400,5769.319
16.51200,5829.610
17.20000,5889.901
17.88800,5725.339
